DRUGBANK_ID,SMILES,MW,RBN,nCIC,nHAcc,nHDon,ALogP,TPSA
DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,313.781,0,4,3,1,2.82,36.86
DB00547,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,376.462,2,4,4,2,2.13,74.6
DB00548,OC(=O)CCCCCCCC(O)=O,188.221,8,0,4,2,1.37,74.6
DB00550,CCCC1=CC(=O)NC(=S)N1,170.232,2,1,1,2,1.53,41.13
DB00553,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,216.192,1,3,2,0,2.1,48.67
DB00554,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,331.346,2,3,5,2,2.2,99.6
DB00555,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,256.091,1,2,5,2,1.87,90.71
DB00557,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,374.904,8,3,4,1,3.43,35.94
DB00561,CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,378.507,6,4,3,0,3.65,32.78
DB00562,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,431.937,5,3,6,2,2.25,118.69
DB00563,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,454.439,9,3,12,5,-0.91,210.54
DB00564,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,236.269,0,3,1,1,2.1,46.33
DB00571,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,259.343,6,2,3,2,3.03,41.49
DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,289.369,5,3,3,1,2.19,49.77
DB00573,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,242.27,4,2,2,1,3.87,46.53
DB00574,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,231.257,5,1,1,1,3.3,12.03
DB00575,ClC1=CC=CC(Cl)=C1NC1=NCCN1,230.094,1,2,3,2,2.55,36.42
DB00576,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,270.331,2,2,5,2,0.53,97.97
DB00578,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,378.4,5,3,6,3,1.13,124.01
DB00579,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,1,4,3,1,2.64,35.83
DB00580,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,314.359,3,3,3,1,3.32,86.19
DB00582,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,349.31,5,3,5,1,1.65,76.72
DB00584,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,376.447,10,2,5,2,0.19,95.94
DB00585,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,331.45,10,1,6,2,0.7,83.33
DB00586,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,296.149,4,2,3,2,4.98,49.33
DB00589,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC,338.447,3,4,2,2,2.37,51.37
DB00590,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,451.475,4,5,9,1,2.53,112.27
DB00591,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,452.488,2,5,6,2,2.47,93.06
DB00596,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,428.9,2,4,4,2,2.93,74.6
DB00598,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,328.406,8,2,4,4,1.73,95.58
DB00599,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.338,4,1,2,2,3.05,58.2
DB00600,OC1=CC=C(OCC2=CC=CC=C2)C=C1,200.233,3,2,2,1,3.08,29.46
DB00601,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,337.346,4,3,5,1,0.61,71.11
DB00603,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,386.524,3,4,3,0,3.42,60.44
DB00604,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,465.945,9,3,6,2,2.95,86.05
DB00605,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,356.411,4,3,3,1,2.96,54.37
DB00606,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2,389.878,2,4,5,3,1.32,118.36
DB00607,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O,414.475,5,4,5,2,3.21,95.94
DB00608,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,319.872,8,2,3,1,5.28,28.16
DB00609,CCC1=NC=CC(=C1)C(N)=S,166.243,2,1,1,1,1.88,38.91
DB00610,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,167.205,2,1,3,3,-0.59,66.48
DB00611,[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1,327.461,2,5,3,2,3.65,43.7
DB00612,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,325.443,12,1,5,2,2.3,59.95
DB00613,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,355.861,6,3,4,2,4.83,48.39
DB00620,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,394.434,2,4,6,4,0.84,115.06
DB00621,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C,306.44,0,4,2,1,3.36,46.53
DB00623,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,437.522,7,4,4,1,4.4,29.95
DB00624,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,288.424,0,4,2,1,2.99,37.3
DB00625,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,315.675,3,3,2,1,3.89,38.33
DB00628,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,314.723,2,3,4,2,2.68,78.76
DB00629,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,231.082,2,1,4,2,2.25,76.76
DB00631,[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,303.677,2,3,7,3,0.32,119.31
DB00633,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,200.28,2,2,1,1,3.28,28.68
DB00634,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,214.242,1,1,4,2,0.15,89.26
DB00635,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,358.428,2,4,5,2,2.07,91.67
DB00636,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,242.699,5,1,2,0,3.99,35.53
DB00641,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,418.566,7,3,3,1,4.51,72.83
DB00642,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1,427.411,9,3,9,6,0.11,186.97
DB00643,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,295.293,4,3,4,2,2.95,84.08
DB00645,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1,289.413,8,2,3,0,4.11,29.54
DB00647,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,339.471,9,2,2,0,4.06,29.54
DB00649,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,224.213,2,2,4,2,-0.73,78.87
DB00652,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,285.424,2,3,2,1,4.44,23.47
DB00655,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,270.366,0,4,2,1,4.03,37.3
DB00656,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,371.864,5,4,4,0,2.68,42.39
DB00657,CNC1(C)C2CCC(C2)C1(C)C,167.291,1,2,1,1,3.13,12.03
DB00660,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,221.252,3,2,2,1,1.63,47.56
DB00662,COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,388.457,10,2,6,1,2.44,69.26
DB00663,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,410.458,2,4,5,3,1.91,94.83
DB00664,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1,280.303,3,2,6,2,0.41,107.2
DB00665,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,317.221,3,2,4,1,1.74,95.23
DB00669,CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1,295.4,5,2,3,2,1.17,65.2
DB00670,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,351.402,2,4,5,1,1.26,68.78
DB00672,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,276.74,3,1,3,2,2.15,75.27
DB00674,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,287.353,1,4,4,1,1.39,41.93
DB00676,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,212.244,4,2,1,0,3.43,26.3
DB00677,CC(C)OP(F)(=O)OC(C)C,184.146,4,0,1,0,1.1,35.53
DB00679,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,370.575,4,4,2,0,5.93,6.48
DB00680,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,427.517,6,4,5,1,3.04,71.11
DB00682,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,308.328,4,3,3,1,2.41,63.6
DB00683,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,325.767,1,4,2,0,3.89,30.18
DB00685,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,416.36,3,5,7,2,0.86,99.76
DB00687,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,380.45,2,4,5,3,1.35,94.83
DB00688,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,433.495,10,3,6,1,2.17,94.53
DB00690,CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,387.878,6,3,3,0,3.81,35.91
DB00692,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,281.352,4,3,4,2,2.91,47.86
DB00693,OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1,332.306,0,5,3,2,2.64,75.99
DB00695,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,330.744,5,2,5,3,2.71,122.63
DB00697,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,253.711,1,3,5,2,1.6,62.2
DB00698,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,238.159,3,2,5,1,0.03,118.05
DB00700,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,414.491,2,6,4,0,1.67,82.2
DB00704,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,341.401,2,6,5,2,2.07,70
DB00705,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,456.561,5,4,6,3,2.77,110.43
DB00706,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,408.512,11,2,6,2,3.05,99.88
DB00708,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,386.551,8,3,3,0,3.4,32.78
DB00711,CCN(CC)C(=O)N1CCN(C)CC1,199.293,2,1,2,0,0.9,26.79
DB00712,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,244.261,3,2,2,1,3.57,37.3
DB00713,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O,401.436,4,4,5,2,2.05,112.74
DB00714,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,267.322,0,4,3,2,2.51,43.7
DB00715,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,329.365,4,4,4,1,3.1,39.72
DB00716,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O,371.341,5,3,8,2,2.18,121.21
DB00717,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],298.419,0,4,2,1,2.72,37.3
DB00719,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,290.402,0,4,2,0,3.67,16.13
DB00721,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.31,7,1,3,1,2.1,55.56
DB00723,COC1=CC(C(O)C(C)N)=C(OC)C=C1,211.258,4,1,4,2,0.41,64.71
DB00724,CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N,240.304,2,3,3,1,2.83,56.73
DB00726,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,294.434,4,3,2,0,4.67,6.48
DB00730,N1C2=CC=CC=C2N=C1C1=CSC=N1,201.248,1,3,2,1,2.47,41.57
DB00731,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,317.429,6,2,3,2,3.59,66.4
DB00734,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,410.485,4,5,4,0,3.27,61.94
DB00735,CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,287.398,5,3,1,0,4.96,3.24
DB00736,COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,345.416,5,3,5,1,1.66,77.1
DB00738,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,340.42,10,2,6,4,1.32,118.2
DB00740,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,234.198,2,2,3,1,2.83,48.14
DB00741,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,362.46,2,4,5,3,1.79,94.83
DB00744,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,236.29,2,2,2,2,2.01,66.56
DB00745,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,273.35,5,2,2,1,1.75,60.16
DB00747,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,303.353,5,4,4,1,1.4,62.3
DB00748,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,290.788,6,2,3,0,3.03,25.36
DB00749,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,287.353,4,3,3,2,3.39,62.32
DB00750,CCCNC(C)C(=O)NC1=CC=CC=C1C,220.311,5,1,2,2,1.87,41.13
DB00751,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,249.31,0,4,3,1,2.53,41.62
DB00754,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,204.225,2,2,2,1,1.11,49.41
DB00755,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,300.442,5,1,2,1,5.66,37.3
DB00757,[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2,324.38,3,5,3,1,2.41,62.4
DB00758,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,321.822,4,3,2,0,3.84,29.54
DB00764,[H][C@@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@]([H])(O)C[C@]2(C)[C@@]1(O)C(=O)CCl,427.361,2,4,4,2,2.81,74.6
DB00768,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,337.412,5,3,4,1,3.99,49.77
DB00770,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,354.487,13,1,5,3,3.04,94.83
DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.358,11,0,2,0,2.67,71.06
DB00774,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,331.292,2,2,5,3,0.44,118.36
DB00775,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,440.597,13,2,6,3,1.78,104.73
DB00776,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,252.268,0,3,2,1,1.76,63.4
DB00777,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,340.482,5,3,3,0,4.53,23.55
DB00779,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,232.235,2,2,5,1,0.95,70.5
DB00782,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,368.489,7,3,1,0,2.66,35.53
DB00783,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,272.382,0,4,2,2,3.57,40.46
DB00784,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,241.285,3,2,3,2,4.58,49.33
DB00788,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,230.259,3,2,3,1,3.29,46.53
DB00790,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,368.468,9,2,5,2,0.56,95.94
DB00791,ClCCN(CCCl)C1=CNC(=O)NC1=O,252.098,5,1,3,2,0.79,61.44
DB00792,CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1,255.358,6,2,3,0,3.05,19.37
DB00794,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,218.252,2,2,2,2,0.62,58.2
DB00795,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,398.393,5,3,8,3,2.92,141.31
DB00797,C(C1=NCCN1)C1=CC=CC=C1,160.216,2,2,2,1,2.05,24.39
DB00799,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,351.462,5,3,2,0,5.15,39.19
DB00800,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,305.756,1,3,4,4,2.39,72.72
DB00801,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,352.738,3,3,2,0,3.52,32.67
DB00802,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,416.517,9,3,6,0,2.2,81.05
DB00804,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,309.487,8,2,2,0,5.82,29.54
DB00805,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,298.383,5,3,5,1,2.15,50.28
DB00806,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,278.307,5,2,4,0,0.08,75.51
DB00807,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,294.389,10,1,4,1,2.97,64.79
DB00808,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,365.835,3,3,4,2,2.52,92.5
DB00809,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,284.353,6,2,3,1,1.42,53.43
DB00810,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,311.461,5,4,2,1,4.28,23.47
DB00812,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,308.374,5,3,2,0,2.81,40.62
DB00813,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,336.471,6,3,2,0,4.12,23.55
DB00814,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,351.401,2,3,5,2,2.28,99.6
DB00815,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,288.379,12,0,3,0,3.86,66.43
DB00816,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,211.258,4,1,4,4,-0.32,72.72
DB00817,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,294.305,3,3,5,1,1.85,70.5
DB00818,CC(C)C1=CC=CC(C(C)C)=C1O,178.271,2,1,1,1,3.81,20.23
DB00820,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,389.404,1,6,4,1,2.36,74.87
DB00821,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,273.714,2,3,2,2,4.09,53.09
DB00822,CCN(CC)C(=S)SSC(=S)N(CC)CC,296.539,7,0,0,0,3.88,6.48
DB00823,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],384.509,4,4,2,0,3.99,52.6
DB00824,CCCN1C2=C(NC=N2)C(=O)NC1=O,194.191,2,2,3,2,0.35,78.09
DB00827,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,262.218,2,3,7,1,1.25,88.43
DB00829,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,284.74,1,3,2,0,2.63,32.67
DB00830,CC1NCCOC1C1=CC=CC=C1,177.243,1,2,2,1,1.45,21.26
DB00831,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,407.496,5,4,3,0,4.87,9.72
DB00832,CN1C(=O)CC(C1=O)C1=CC=CC=C1,189.21,1,2,2,0,0.61,37.38
DB00835,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,319.239,5,2,2,0,3.63,16.13
DB00838,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,410.907,2,4,4,2,2.73,74.6
DB00839,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,311.4,2,2,4,2,1.4,78.51
DB00841,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,301.38,7,2,4,4,2.97,72.72
DB00842,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,286.713,1,3,3,2,2.01,61.69
DB00843,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,379.492,6,4,4,0,4.14,38.77
DB00844,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,357.443,2,6,5,3,2,73.16
DB00846,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,436.514,2,5,6,2,2.02,93.06
DB00848,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,204.291,1,3,2,0,2.2,15.6
DB00849,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,246.262,2,2,3,1,1.95,66.48
DB00850,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,403.969,6,4,4,1,4.15,29.95
DB00852,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,165.232,3,1,2,2,1,32.26
DB00853,CN1N=NC2=C(N=CN2C1=O)C(N)=O,194.151,1,2,5,1,-1,105.94
DB00854,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,257.371,0,4,2,1,3.29,23.47
DB00856,OCC(O)COC1=CC=C(Cl)C=C1,202.635,4,1,3,2,1.46,49.69
DB00857,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,291.43,6,2,1,0,5.51,3.24
DB00860,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,360.444,2,4,5,3,1.66,94.83
DB00861,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,250.198,2,2,3,2,3.11,57.53
DB00863,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,314.4,10,1,5,2,0.79,83.58
