DRUGBANK_ID,SMILES,MW,RBN,nCIC,nHAcc,nHDon,ALogP,TPSA
DB00197,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,441.54,5,4,5,2,4.16,84.86
DB00198,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,312.404,8,1,4,2,1.3,90.65
DB00204,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,441.565,9,2,6,2,2.17,104.81
DB00205,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,248.711,2,2,4,2,2.62,77.82
DB00208,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,263.786,2,3,1,0,4.25,3.24
DB00213,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,383.37,7,3,6,1,2.11,86.33
DB00214,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,348.42,4,2,5,3,1.76,100.19
DB00215,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,324.392,5,3,3,0,3.58,36.26
DB00216,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,382.519,6,4,3,1,3.84,53.17
DB00217,CN\C(NCC1=CC=CC=C1)=N/C,177.246,2,1,3,2,1.41,36.42
DB00219,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,348.5,9,2,2,1,0.2,46.53
DB00221,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,239.311,5,1,4,4,0.63,72.72
DB00223,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,410.452,2,4,5,3,1.91,94.83
DB00226,NC(N)=NCC1COC2(CCCCC2)O1,213.277,2,2,5,2,0.03,82.86
DB00227,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,404.54,7,3,3,1,4.11,72.83
DB00231,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,300.74,1,3,3,1,2.16,52.9
DB00232,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,360.237,2,2,5,2,0.93,109.57
DB00234,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1,313.397,6,3,4,1,3.06,39.72
DB00235,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,211.219,1,2,3,1,1.04,65.78
DB00236,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,356.054,4,1,2,0,1.09,40.62
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,212.246,3,1,3,2,1.7,75.27
DB00238,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,266.298,1,4,4,1,1.75,58.12
DB00240,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,408.916,2,4,5,3,2.11,94.83
DB00241,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,224.256,4,1,3,2,1.47,75.27
DB00242,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,285.687,2,3,7,3,-0.12,119.31
DB00243,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,427.536,9,3,6,2,2.08,74.27
DB00245,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,307.429,4,4,2,0,4.47,12.47
DB00246,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,412.936,4,5,4,1,4.64,48.47
DB00247,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,353.458,4,4,3,2,2.22,57.5
DB00250,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,248.301,2,2,4,2,1.19,86.18
DB00252,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,252.268,2,3,2,2,2.26,58.2
DB00253,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,344.488,1,4,3,1,3.06,54.37
DB00255,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,268.356,4,2,2,2,4.62,40.46
DB00261,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,256.088,0,3,3,1,1.95,44.7
DB00262,ClCCNC(=O)N(CCCl)N=O,214.05,5,0,2,1,1.24,61.77
DB00263,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,267.304,2,2,4,2,1.14,98.22
DB00264,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,267.364,9,1,4,2,1.8,50.72
DB00265,CCN(C(=O)C=CC)C1=CC=CC=C1C,203.28,3,1,1,0,2.7,20.31
DB00268,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,260.375,7,2,2,1,3.16,32.34
DB00270,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,371.387,6,3,5,1,3,103.55
DB00273,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,339.362,3,3,8,1,1.29,115.54
DB00276,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,393.459,4,4,5,2,4.66,80.32
DB00280,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,339.474,8,2,3,1,3.21,59.22
DB00281,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,234.337,5,1,2,1,1.81,32.34
DB00283,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,343.89,6,3,2,0,5.29,12.47
DB00285,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,277.402,5,2,3,1,2.69,32.7
DB00289,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,255.355,6,2,2,1,3.95,21.26
DB00291,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,304.212,9,1,3,1,3.81,40.54
DB00292,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,244.289,5,2,2,0,2.66,44.12
DB00293,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,458.488,9,3,9,4,1.65,148.4
DB00294,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],324.457,1,4,2,1,3.19,37.3
DB00295,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,285.338,0,5,4,2,0.99,52.93
DB00296,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,274.401,4,2,2,1,2.91,32.34
DB00297,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,288.428,5,2,2,1,3.31,32.34
DB00298,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,325.451,4,4,4,0,2.78,37.19
DB00301,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O,453.872,3,4,5,2,2.69,112.74
DB00304,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],310.473,1,4,1,1,4.3,20.23
DB00306,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,224.256,4,1,3,2,1.87,75.27
DB00308,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,384.576,13,1,4,2,4.72,69.64
DB00310,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,338.766,2,3,4,3,1.27,109.49
DB00312,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.272,4,1,3,2,2.16,75.27
DB00315,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,287.357,5,3,2,2,2.25,57.36
DB00317,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,446.902,8,4,7,1,4.02,68.74
DB00318,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,299.364,1,5,4,1,1.2,41.93
DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,277.403,3,3,1,0,5.1,3.24
DB00323,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,273.241,3,2,5,2,2.63,103.35
DB00324,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,376.462,1,4,4,2,2.34,74.6
DB00327,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,285.338,0,5,4,1,1.69,49.77
DB00328,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,357.788,4,3,4,1,4.25,68.53
DB00330,CC[C@@H](CO)NCCN[C@@H](CC)CO,204.31,9,0,4,4,-0.12,64.52
DB00333,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,309.445,7,2,2,0,4.14,20.31
DB00334,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,312.432,0,4,4,1,3.61,30.87
DB00335,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,266.336,8,1,4,3,0.57,84.58
DB00336,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,198.136,3,1,4,2,0.23,126.44
DB00338,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,345.416,5,3,5,1,1.66,77.1
DB00340,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,309.468,2,4,1,0,5.51,3.24
DB00341,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,388.888,8,3,5,1,2.98,53.01
DB00343,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,414.518,7,3,4,0,3.09,59.08
DB00344,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,263.377,4,3,1,1,4.65,12.03
DB00346,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,389.449,8,3,8,2,2.02,111.83
DB00348,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,329.228,4,2,5,0,2.06,97.03
DB00349,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,300.74,1,3,2,0,2.14,40.62
DB00350,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,209.248,1,2,5,2,1.24,95.11
DB00351,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,384.516,3,4,3,0,3.71,60.44
DB00353,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,339.431,4,4,3,3,1.74,68.36
DB00357,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,232.278,2,2,3,2,1.49,72.19
DB00358,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,378.312,4,3,3,2,3.1,45.15
DB00359,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,250.277,2,2,5,2,0.25,97.97
DB00363,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,326.823,0,4,4,1,3.67,30.87
DB00365,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,359.395,3,4,6,2,-0.12,72.88
DB00366,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,270.369,6,2,3,0,2.9,25.36
DB00367,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],312.446,1,4,2,1,3.25,37.3
DB00370,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,265.353,0,4,3,0,2.9,19.37
DB00371,CCCC(C)(COC(N)=O)COC(N)=O,218.25,8,0,2,2,1.06,104.64
DB00372,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,399.616,6,4,3,0,5.12,9.72
DB00373,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,316.42,7,2,7,2,1.44,79.74
DB00374,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,390.513,10,3,5,3,3.53,86.99
DB00376,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,301.466,5,3,2,1,4.93,23.47
DB00377,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,296.414,1,5,2,0,2.72,23.55
DB00378,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,312.446,1,4,2,0,3.27,34.14
DB00379,CC(N)COC1=C(C)C=CC=C1C,179.259,3,1,2,1,2.17,35.25
DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,408.876,10,2,5,2,2.22,99.88
DB00382,NC1=C2CCCCC2=NC2=CC=CC=C12,198.264,0,3,2,1,3.13,38.91
DB00383,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,344.448,6,3,4,1,2.89,62.13
DB00384,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,253.263,1,3,7,3,1.21,129.62
DB00387,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,287.44,5,3,2,1,4.13,23.47
DB00388,CNC[C@H](O)C1=CC(O)=CC=C1,167.205,3,1,3,3,-0.69,52.49
DB00389,CCOC(=O)N1C=CN(C)C1=S,186.232,2,1,1,0,0.78,32.78
DB00391,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,341.426,6,2,5,2,1.2,101.73
DB00392,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,312.472,5,3,2,0,5.75,6.48
DB00393,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,418.44,10,2,6,1,3.41,119.68
DB00395,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,260.33,9,0,2,2,1.76,90.65
DB00396,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,314.462,1,4,2,0,3.58,34.14
DB00398,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,464.825,6,3,3,3,4.12,92.35
DB00400,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,352.766,3,3,6,0,2.71,71.06
DB00401,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,388.414,8,2,5,1,3.63,110.45
DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,388.808,3,4,6,0,0.97,91.76
DB00404,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,308.765,1,4,3,0,2.23,43.07
DB00405,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,319.239,5,2,2,0,3.63,16.13
DB00408,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,327.808,0,4,3,0,3.18,28.07
DB00409,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,371.269,6,2,4,1,2.94,50.8
DB00412,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,357.427,7,3,5,1,2.95,71.53
DB00413,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,211.327,3,2,3,2,2.18,50.94
DB00414,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,324.395,3,2,4,2,1.72,92.34
DB00417,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,350.39,5,3,5,2,1.78,95.94
DB00418,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,238.283,5,1,3,2,2.2,75.27
DB00420,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,284.419,4,3,2,0,4.63,6.48
DB00421,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,416.573,2,5,3,0,3.1,60.44
DB00422,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,233.306,4,2,2,1,1.47,38.33
DB00423,COC1=C(OCC(O)COC(N)=O)C=CC=C1,241.24,7,1,4,2,0.63,91.01
DB00424,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,289.369,5,3,3,1,2.19,49.77
DB00425,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,307.389,3,3,2,0,3.15,37.61
DB00427,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,278.391,4,3,2,0,4.14,16.13
DB00433,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,373.943,4,4,3,0,4.67,9.72
DB00434,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,287.398,0,4,1,0,5.02,3.24
DB00436,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,421.415,4,3,5,3,1.83,118.36
DB00439,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,459.55,11,2,6,3,4.15,99.88
DB00440,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,290.318,5,2,7,2,1.26,105.51
DB00443,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,392.461,2,4,5,3,1.93,94.83
DB00446,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,323.129,6,1,5,3,1.15,115.38
DB00448,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,369.361,6,3,4,1,2.84,67.87
DB00449,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,351.437,9,1,4,2,3.17,84.86
DB00450,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,379.427,6,4,3,1,3.93,52.65
DB00454,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,247.333,4,2,2,0,2.9,29.54
DB00455,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,382.883,2,4,2,0,4.8,42.43
DB00456,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O,396.438,7,3,5,2,0.63,113.01
DB00457,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,383.401,4,4,7,1,1.93,106.95
DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,280.407,4,3,2,0,4.53,6.48
DB00459,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,326.429,6,1,3,1,5.2,46.53
DB00461,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,228.286,4,2,2,0,3.41,26.3
DB00464,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,316.43,11,0,3,0,3.97,66.43
DB00465,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,255.269,3,3,3,1,2.66,59.3
DB00468,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,324.417,4,4,4,1,2.82,45.59
DB00469,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,337.37,2,3,5,2,2.42,99.6
DB00472,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,309.326,7,2,2,1,4.09,21.26
DB00473,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1,261.359,6,2,2,1,3.04,38.33
DB00474,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,262.304,5,1,3,1,2.43,66.48
DB00475,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,299.755,1,3,3,1,2.01,50.46
DB00476,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,297.415,6,3,2,1,4.72,21.26
DB00477,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,318.864,4,3,2,0,5.18,6.48
DB00478,CC(N)C12CC3CC(CC(C3)C1)C2,179.302,1,3,1,1,3.28,26.02
DB00482,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,381.372,4,3,3,1,3.99,77.98
DB00484,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,292.135,1,3,5,2,1.27,62.2
DB00485,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,470.326,3,4,5,2,3.19,112.74
DB00487,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1,333.357,3,3,6,1,0.2,64.09
DB00488,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,210.279,3,1,6,0,2.43,48.39
DB00489,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,272.364,5,1,4,3,0.85,78.43
DB00490,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,385.503,6,4,6,0,1.95,69.64
DB00494,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,305.286,5,1,6,2,2.5,130.38
DB00495,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,267.241,3,2,6,2,-0.1,108.3
DB00496,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,426.55,7,5,3,1,4.35,55.56
DB00497,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,315.364,1,5,5,1,1.04,59
DB00498,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,222.239,1,3,2,0,3.1,34.14
DB00499,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,276.212,4,1,3,1,2.55,74.92
DB00500,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,257.284,4,2,3,1,2.81,59.3
DB00501,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,252.339,5,1,5,3,0.44,88.89
DB00502,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,375.864,6,3,3,1,3.7,40.54
DB00504,[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2,283.408,2,4,2,1,3.91,23.47
DB00507,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,307.282,5,2,5,1,2.14,114.11
DB00508,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,352.417,5,3,2,0,4.95,6.48
DB00514,[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C,271.404,1,4,2,0,3.75,12.47
DB00518,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,265.331,5,2,3,2,3.22,67.01
DB00519,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,430.537,10,3,5,2,1.31,95.94
DB00521,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,292.373,6,2,4,3,1.05,70.59
DB00523,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,300.435,5,1,2,1,5.66,37.3
DB00524,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,365.835,2,3,4,2,3.21,92.5
DB00527,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,343.463,10,2,4,1,3.79,54.46
DB00530,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,393.436,10,3,7,1,3.13,74.73
DB00531,ClCCN(CCCl)P1(=O)NCCCO1,261.086,5,1,2,1,0.76,41.57
DB00532,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,218.252,2,2,2,1,1.64,49.41
DB00533,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,314.356,3,3,3,0,2.32,60.44
DB00540,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,263.377,3,3,1,1,4.65,12.03
DB00542,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,424.49,10,3,5,2,1.14,95.94
